locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHLAKHBD_01590	CDS	267				hypothetical protein
DHLAKHBD_01591	tRNA	73				tRNA-Phe(gaa)
DHLAKHBD_01592	CDS	255				hypothetical protein
DHLAKHBD_01593	CDS	471				hypothetical protein
DHLAKHBD_01594	CDS	189				hypothetical protein
DHLAKHBD_01595	CDS	534	cpeS	4.-.-.-		Putative phycoerythrobilin lyase CpeS
DHLAKHBD_01596	CDS	615	cpeT	4.-.-.-		putative phycoerythrobilin lyase CpeT
DHLAKHBD_01597	CDS	1350				hypothetical protein
DHLAKHBD_01598	CDS	141				hypothetical protein
DHLAKHBD_01599	CDS	921				hypothetical protein
DHLAKHBD_01600	CDS	636				putative phycocyanin operon protein Z
DHLAKHBD_01601	CDS	468	cpeA			C-phycoerythrin class 1 subunit alpha
DHLAKHBD_01602	CDS	546	cpeB			R-phycoerythrin subunit beta
DHLAKHBD_01603	CDS	207				hypothetical protein
DHLAKHBD_01604	CDS	666	pbsA1	1.14.14.18		Heme oxygenase 1
DHLAKHBD_01605	CDS	162				hypothetical protein
DHLAKHBD_01606	CDS	750	pebA	1.3.7.2		15,16-dihydrobiliverdin:ferredoxin oxidoreductase
DHLAKHBD_01607	CDS	774	pcyA_1	1.3.7.5		Phycocyanobilin:ferredoxin oxidoreductase
DHLAKHBD_01608	CDS	480		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
DHLAKHBD_01609	CDS	1467	panC/cmk	2.7.4.25		Bifunctional pantoate ligase/cytidylate kinase
DHLAKHBD_01610	CDS	600	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
DHLAKHBD_01611	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
DHLAKHBD_01612	CDS	639				hypothetical protein
DHLAKHBD_01613	CDS	495				hypothetical protein
DHLAKHBD_01614	CDS	609				hypothetical protein
DHLAKHBD_01615	CDS	267				hypothetical protein
DHLAKHBD_01616	CDS	237				hypothetical protein
DHLAKHBD_01617	CDS	333	hin_2		COG1961	DNA-invertase hin
DHLAKHBD_01618	CDS	141				hypothetical protein
DHLAKHBD_01619	CDS	177				hypothetical protein
DHLAKHBD_01620	CDS	267				hypothetical protein
DHLAKHBD_01621	tRNA	71				tRNA-Cys(gca)
DHLAKHBD_01622	CDS	270				hypothetical protein
DHLAKHBD_01623	CDS	645	rnd	3.1.13.5		Ribonuclease D
DHLAKHBD_01624	CDS	555				hypothetical protein
DHLAKHBD_01625	CDS	891				hypothetical protein
DHLAKHBD_01626	CDS	1050	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
DHLAKHBD_01627	CDS	1077	apbC		COG0489	Iron-sulfur cluster carrier protein
DHLAKHBD_01628	CDS	1284	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
DHLAKHBD_01629	CDS	1395				hypothetical protein
DHLAKHBD_01630	CDS	429	psaD			Photosystem I reaction center subunit II
DHLAKHBD_01631	CDS	1521	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
DHLAKHBD_01632	CDS	1143	gshA	6.3.2.2		Glutamate--cysteine ligase
DHLAKHBD_01633	CDS	3009	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
DHLAKHBD_01634	CDS	483				hypothetical protein
DHLAKHBD_01635	tRNA	76				tRNA-Arg(ccg)
DHLAKHBD_01636	CDS	1059	recF		COG1195	DNA replication and repair protein RecF
DHLAKHBD_01637	CDS	474	speH	4.1.1.50		S-adenosylmethionine decarboxylase proenzyme
DHLAKHBD_01638	CDS	195				hypothetical protein
DHLAKHBD_01639	CDS	867	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
DHLAKHBD_01640	CDS	1209				hypothetical protein
DHLAKHBD_01641	CDS	1230	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
DHLAKHBD_01642	CDS	504				hypothetical protein
DHLAKHBD_01643	CDS	390				hypothetical protein
DHLAKHBD_01644	CDS	894		2.7.1.-		putative ketoamine kinase
DHLAKHBD_01645	CDS	1512				hypothetical protein
DHLAKHBD_01646	CDS	945	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
DHLAKHBD_01647	CDS	1446	dinG	3.1.-.-		3'-5' exonuclease DinG
DHLAKHBD_01648	CDS	240				hypothetical protein
DHLAKHBD_01649	CDS	1140	recA			Protein RecA
DHLAKHBD_01650	CDS	723				hypothetical protein
DHLAKHBD_01651	tRNA	74				tRNA-Gln(ttg)
DHLAKHBD_01652	CDS	1638				hypothetical protein
DHLAKHBD_01653	CDS	1077				hypothetical protein
DHLAKHBD_01654	CDS	462	ndhN	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit N
DHLAKHBD_01655	CDS	657	rplC		COG0087	50S ribosomal protein L3
DHLAKHBD_01656	CDS	636	rplD			50S ribosomal protein L4
DHLAKHBD_01657	CDS	303	rplW		COG0089	50S ribosomal protein L23
DHLAKHBD_01658	CDS	864	rplB		COG0090	50S ribosomal protein L2
DHLAKHBD_01659	CDS	276	rpsS		COG0185	30S ribosomal protein S19
DHLAKHBD_01660	CDS	369	rplV		COG0091	50S ribosomal protein L22
DHLAKHBD_01661	CDS	729	rpsC			30S ribosomal protein S3
DHLAKHBD_01662	CDS	477	rplP		COG0197	50S ribosomal protein L16
DHLAKHBD_01663	CDS	213	rpmC		COG0255	50S ribosomal protein L29
DHLAKHBD_01664	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
DHLAKHBD_01665	CDS	366	rplN			50S ribosomal protein L14
DHLAKHBD_01666	CDS	357	rplX			50S ribosomal protein L24
DHLAKHBD_01667	CDS	540	rplE		COG0094	50S ribosomal protein L5
DHLAKHBD_01668	CDS	402	rpsH		COG0096	30S ribosomal protein S8
DHLAKHBD_01669	CDS	540	rplF			50S ribosomal protein L6
DHLAKHBD_01670	CDS	369	rplR			50S ribosomal protein L18
DHLAKHBD_01671	CDS	630				hypothetical protein
DHLAKHBD_01672	CDS	456	rplO			50S ribosomal protein L15
DHLAKHBD_01673	CDS	1320	secY		COG0201	Protein translocase subunit SecY
DHLAKHBD_01674	CDS	549	adk	2.7.4.3	COG0563	Adenylate kinase
DHLAKHBD_01675	CDS	366	rpsM		COG0099	30S ribosomal protein S13
DHLAKHBD_01676	CDS	393	rpsK			30S ribosomal protein S11
DHLAKHBD_01677	CDS	939	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
DHLAKHBD_01678	CDS	351	rplQ		COG0203	50S ribosomal protein L17
DHLAKHBD_01679	CDS	888	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DHLAKHBD_01680	CDS	453	rplM		COG0102	50S ribosomal protein L13
DHLAKHBD_01681	CDS	408	rpsI		COG0103	30S ribosomal protein S9
DHLAKHBD_01682	CDS	282				hypothetical protein
DHLAKHBD_01683	CDS	1104	prfA		COG0216	Peptide chain release factor 1
DHLAKHBD_01684	CDS	570				hypothetical protein
DHLAKHBD_01685	CDS	1197	alr1	5.1.1.1	COG0787	Alanine racemase 1
DHLAKHBD_01686	tRNA	91				tRNA-Ser(gct)
DHLAKHBD_01687	CDS	888				hypothetical protein
DHLAKHBD_01688	CDS	753				hypothetical protein
DHLAKHBD_01689	CDS	951	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
DHLAKHBD_01690	CDS	480				hypothetical protein
DHLAKHBD_01691	CDS	138				hypothetical protein
DHLAKHBD_01692	CDS	564	psaL			Photosystem I reaction center subunit XI
DHLAKHBD_01693	CDS	2250	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
DHLAKHBD_01694	CDS	2331	psaA_2	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A1
DHLAKHBD_01695	CDS	1542				hypothetical protein
DHLAKHBD_01696	CDS	1752	cysG	4.99.1.4		Siroheme synthase
DHLAKHBD_01697	CDS	1281	crtL_1	5.5.1.19		Lycopene beta cyclase
DHLAKHBD_01698	CDS	282				hypothetical protein
DHLAKHBD_01699	tRNA	76				tRNA-Pro(cgg)
DHLAKHBD_01700	CDS	885	lipA	2.8.1.8	COG0320	Lipoyl synthase
DHLAKHBD_01701	CDS	309				hypothetical protein
DHLAKHBD_01702	CDS	4584	gltS	1.4.7.1		Ferredoxin-dependent glutamate synthase 2
DHLAKHBD_01703	CDS	1752				hypothetical protein
DHLAKHBD_01704	CDS	378	rpsL			30S ribosomal protein S12
DHLAKHBD_01705	CDS	471	rpsG			30S ribosomal protein S7
DHLAKHBD_01706	CDS	2076	fusA		COG0480	Elongation factor G
DHLAKHBD_01707	CDS	1200	tuf			Elongation factor Tu
DHLAKHBD_01708	CDS	321	rpsJ		COG0051	30S ribosomal protein S10
DHLAKHBD_01709	CDS	663	lon2	3.4.21.53	COG0466	Lon protease 2
DHLAKHBD_01710	CDS	936		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
DHLAKHBD_01711	CDS	843	pheA			Bifunctional chorismate mutase/prephenate dehydratase
DHLAKHBD_01712	CDS	585				hypothetical protein
DHLAKHBD_01713	CDS	657	rnhB	3.1.26.4	COG0164	Ribonuclease HII
DHLAKHBD_01714	CDS	1944	rne	3.1.26.12		Ribonuclease E
DHLAKHBD_01715	CDS	2661				hypothetical protein
DHLAKHBD_01716	CDS	1254	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase
DHLAKHBD_01717	CDS	363	clpS_2			ATP-dependent Clp protease adapter protein ClpS
DHLAKHBD_01718	CDS	828				hypothetical protein
DHLAKHBD_01719	CDS	1617				hypothetical protein
DHLAKHBD_01720	CDS	1089	aroC	4.2.3.5		Chorismate synthase
DHLAKHBD_01721	CDS	762				hypothetical protein
DHLAKHBD_01722	CDS	201				hypothetical protein
DHLAKHBD_01723	CDS	687	kdgA		COG0800	KHG/KDPG aldolase
DHLAKHBD_01724	CDS	1848	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
DHLAKHBD_01725	CDS	1173	sat/cysC		COG0529	putative bifunctional SAT/APS kinase
DHLAKHBD_01726	CDS	840	psbO			Photosystem II manganese-stabilizing polypeptide
DHLAKHBD_01727	CDS	303				hypothetical protein
DHLAKHBD_01728	CDS	1287	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
DHLAKHBD_01729	CDS	240				hypothetical protein
DHLAKHBD_01730	tRNA	75				tRNA-Ala(cgc)
DHLAKHBD_01731	CDS	237				hypothetical protein
DHLAKHBD_01732	CDS	201				hypothetical protein
DHLAKHBD_01733	CDS	342				hypothetical protein
DHLAKHBD_01734	CDS	1512	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
DHLAKHBD_01735	CDS	1047	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
DHLAKHBD_01736	CDS	570		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
DHLAKHBD_01737	CDS	183				hypothetical protein
DHLAKHBD_01738	CDS	279				hypothetical protein
DHLAKHBD_01739	CDS	300				hypothetical protein
DHLAKHBD_01740	CDS	144				hypothetical protein
DHLAKHBD_01741	CDS	192				hypothetical protein
DHLAKHBD_01742	CDS	531				hypothetical protein
DHLAKHBD_01743	CDS	135				hypothetical protein
DHLAKHBD_01744	CDS	177				hypothetical protein
DHLAKHBD_01745	CDS	1284				putative protein
DHLAKHBD_01746	CDS	969	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
DHLAKHBD_01747	CDS	723	dnaJ_3			Chaperone protein DnaJ
DHLAKHBD_01748	CDS	2094				hypothetical protein
DHLAKHBD_01749	CDS	1350	nhaP			K(+)/H(+) antiporter NhaP
DHLAKHBD_01750	CDS	942			COG1090	Epimerase family protein
DHLAKHBD_01751	CDS	270				hypothetical protein
DHLAKHBD_01752	CDS	1194				hypothetical protein
DHLAKHBD_01753	CDS	420				hypothetical protein
DHLAKHBD_01754	CDS	393			COG0316	Protein
DHLAKHBD_01755	CDS	1473	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
DHLAKHBD_01756	CDS	450				hypothetical protein
DHLAKHBD_01757	CDS	468				hypothetical protein
DHLAKHBD_01758	CDS	834				hypothetical protein
DHLAKHBD_01759	CDS	1209				hypothetical protein
DHLAKHBD_01760	CDS	1650	nagZ	3.2.1.52		Beta-hexosaminidase
DHLAKHBD_01761	CDS	429	rbfA			Ribosome-binding factor A
DHLAKHBD_01762	CDS	207				hypothetical protein
DHLAKHBD_01763	CDS	726	fzlA			FtsZ-localized protein A
DHLAKHBD_01764	CDS	273				hypothetical protein
DHLAKHBD_01765	CDS	156				hypothetical protein
DHLAKHBD_01766	CDS	1122	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
DHLAKHBD_01767	CDS	864	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
DHLAKHBD_01768	CDS	2010	tkt	2.2.1.1	COG0021	Transketolase
DHLAKHBD_01769	CDS	1248	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
DHLAKHBD_01770	CDS	267	acpP			Acyl carrier protein
DHLAKHBD_01771	CDS	246	psaC	1.97.1.12	COG1145	Photosystem I iron-sulfur center
DHLAKHBD_01772	CDS	1905	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DHLAKHBD_01773	CDS	1455	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
DHLAKHBD_01774	CDS	531	rimM		COG0806	Ribosome maturation factor RimM
DHLAKHBD_01775	CDS	216				hypothetical protein
DHLAKHBD_01776	CDS	846	rnc	3.1.26.3		Ribonuclease 3
DHLAKHBD_01777	CDS	249				hypothetical protein
DHLAKHBD_01778	tRNA	76				tRNA-Arg(cct)
DHLAKHBD_01779	CDS	330				hypothetical protein
DHLAKHBD_01780	CDS	459				hypothetical protein
DHLAKHBD_01781	CDS	2526	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
DHLAKHBD_01782	CDS	294				hypothetical protein
DHLAKHBD_01783	CDS	1374	nhaS3			High-affinity Na(+)/H(+) antiporter NhaS3
DHLAKHBD_01784	CDS	960	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DHLAKHBD_01785	CDS	897				hypothetical protein
DHLAKHBD_01786	CDS	1233				hypothetical protein
DHLAKHBD_01787	CDS	1227				hypothetical protein
DHLAKHBD_01788	CDS	1389				hypothetical protein
DHLAKHBD_01789	CDS	1446	lutA			Lactate utilization protein A
DHLAKHBD_01790	CDS	141				hypothetical protein
DHLAKHBD_01791	CDS	261				hypothetical protein
DHLAKHBD_01792	CDS	1425	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
DHLAKHBD_01793	CDS	975		2.4.-.-		putative glycosyltransferase
DHLAKHBD_01794	CDS	1308	chbG	3.5.1.105		Chitooligosaccharide deacetylase
DHLAKHBD_01795	CDS	249				hypothetical protein
DHLAKHBD_01796	CDS	1038				hypothetical protein
DHLAKHBD_01797	CDS	1818	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
DHLAKHBD_01798	CDS	1209				hypothetical protein
DHLAKHBD_01799	CDS	1182	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DHLAKHBD_01800	CDS	1122	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DHLAKHBD_01801	CDS	852	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
DHLAKHBD_01802	CDS	306				hypothetical protein
DHLAKHBD_01803	CDS	267				hypothetical protein
DHLAKHBD_01804	CDS	987				hypothetical protein
DHLAKHBD_01805	CDS	1020				hypothetical protein
DHLAKHBD_01806	CDS	1269	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
DHLAKHBD_01807	CDS	1770				hypothetical protein
DHLAKHBD_01808	CDS	1242				hypothetical protein
DHLAKHBD_01809	CDS	2409	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
DHLAKHBD_01810	CDS	600				hypothetical protein
DHLAKHBD_01811	CDS	156				hypothetical protein
DHLAKHBD_01812	CDS	714				hypothetical protein
DHLAKHBD_01813	CDS	816	kdsB_2	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
DHLAKHBD_01814	CDS	606				hypothetical protein
DHLAKHBD_01815	CDS	597	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
DHLAKHBD_01816	CDS	1038	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
DHLAKHBD_01817	CDS	1260	cca	2.7.7.72		Multifunctional CCA protein
DHLAKHBD_01818	CDS	237				hypothetical protein
DHLAKHBD_01819	CDS	2193	selD	2.7.9.3		Selenide, water dikinase
DHLAKHBD_01820	CDS	1329				hypothetical protein
DHLAKHBD_01821	CDS	1047	lnpD	5.1.3.2		UDP-glucose 4-epimerase
DHLAKHBD_01822	CDS	177				hypothetical protein
DHLAKHBD_01823	CDS	1284	hisS	6.1.1.21		Histidine--tRNA ligase
DHLAKHBD_01824	CDS	1449	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
DHLAKHBD_01825	CDS	1023	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
DHLAKHBD_01826	CDS	2148	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
DHLAKHBD_01827	CDS	1113	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
DHLAKHBD_01828	CDS	165				hypothetical protein
DHLAKHBD_01829	CDS	915	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
DHLAKHBD_01830	CDS	198	psbJ			Photosystem II reaction center protein J
DHLAKHBD_01831	CDS	120	psbL			Photosystem II reaction center protein L
DHLAKHBD_01832	CDS	150	psbF			Cytochrome b559 subunit beta
DHLAKHBD_01833	CDS	249	psbE			Cytochrome b559 subunit alpha
DHLAKHBD_01834	CDS	1008			COG4447	Ycf48-like protein
DHLAKHBD_01835	CDS	429				hypothetical protein
DHLAKHBD_01836	CDS	363	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
DHLAKHBD_01837	CDS	753	ndhK1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K 1
DHLAKHBD_01838	CDS	558	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J
DHLAKHBD_01839	CDS	1482				Gluconeogenesis factor
DHLAKHBD_01840	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
DHLAKHBD_01841	CDS	876				hypothetical protein
DHLAKHBD_01842	CDS	2082				hypothetical protein
DHLAKHBD_01843	CDS	633				hypothetical protein
DHLAKHBD_01844	CDS	561	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
DHLAKHBD_01845	CDS	1227	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
DHLAKHBD_01846	CDS	621				hypothetical protein
DHLAKHBD_01847	CDS	564				hypothetical protein
DHLAKHBD_01848	CDS	807	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DHLAKHBD_01849	CDS	630	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
DHLAKHBD_01850	CDS	1509		1.13.11.75		Apocarotenoid-15,15'-oxygenase
DHLAKHBD_01851	CDS	774				hypothetical protein
DHLAKHBD_01852	CDS	318				hypothetical protein
DHLAKHBD_01853	CDS	414				hypothetical protein
DHLAKHBD_01854	CDS	309				hypothetical protein
DHLAKHBD_01855	CDS	678				hypothetical protein
DHLAKHBD_01856	CDS	1215				hypothetical protein
DHLAKHBD_01857	CDS	612	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DHLAKHBD_01858	CDS	1464	pgcA	5.4.2.2		Phosphoglucomutase
DHLAKHBD_01859	CDS	1482				hypothetical protein
DHLAKHBD_01860	CDS	852	ygfZ			tRNA-modifying protein YgfZ
DHLAKHBD_01861	CDS	591	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
DHLAKHBD_01862	CDS	525				hypothetical protein
DHLAKHBD_01863	tRNA	73				tRNA-Met(cat)
DHLAKHBD_01864	CDS	1284				hypothetical protein
DHLAKHBD_01865	CDS	1023	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
DHLAKHBD_01866	CDS	744	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
DHLAKHBD_01867	CDS	144	psbK			Photosystem II reaction center protein K
DHLAKHBD_01868	CDS	1023	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
DHLAKHBD_01869	CDS	870	cobS	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
DHLAKHBD_01870	CDS	1140	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
DHLAKHBD_01871	CDS	369				hypothetical protein
DHLAKHBD_01872	CDS	606				hypothetical protein
DHLAKHBD_01873	CDS	1554	purH			Bifunctional purine biosynthesis protein PurH
DHLAKHBD_01874	CDS	570				hypothetical protein
DHLAKHBD_01875	CDS	543				hypothetical protein
DHLAKHBD_01876	CDS	1197	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
DHLAKHBD_01877	CDS	1479	amtB			Ammonia channel
DHLAKHBD_01878	CDS	780	sfsA		COG1489	Sugar fermentation stimulation protein A
DHLAKHBD_01879	CDS	1608	murJ			lipid II flippase MurJ
DHLAKHBD_01880	CDS	327				hypothetical protein
DHLAKHBD_01881	CDS	291				hypothetical protein
DHLAKHBD_01882	CDS	255				hypothetical protein
DHLAKHBD_01883	tRNA	75				tRNA-Arg(acg)
DHLAKHBD_01884	CDS	1290	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
DHLAKHBD_01885	CDS	1101	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
DHLAKHBD_01886	CDS	1278	cinA		COG1058	Putative competence-damage inducible protein
DHLAKHBD_01887	CDS	1437	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
DHLAKHBD_01888	CDS	633	leuD	4.2.1.33		3-isopropylmalate dehydratase small subunit
DHLAKHBD_01889	CDS	480				hypothetical protein
DHLAKHBD_01890	CDS	3237	lptD			LPS-assembly protein LptD
DHLAKHBD_01891	CDS	3039				hypothetical protein
DHLAKHBD_01892	CDS	144	psbN			Protein PsbN
DHLAKHBD_01893	CDS	189	psbH			Photosystem II reaction center protein H
DHLAKHBD_01894	CDS	276	tatA			Sec-independent protein translocase protein TatA
DHLAKHBD_01895	CDS	621	pth	3.1.1.29		Peptidyl-tRNA hydrolase
DHLAKHBD_01896	CDS	258				hypothetical protein
DHLAKHBD_01897	CDS	432				hypothetical protein
DHLAKHBD_01898	CDS	1206				hypothetical protein
DHLAKHBD_01899	CDS	735	ntcA			Global nitrogen regulator
DHLAKHBD_01900	CDS	735	rph	2.7.7.56	COG0689	Ribonuclease PH
DHLAKHBD_01901	CDS	570	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
DHLAKHBD_01902	CDS	594	dcd	3.5.4.13	COG0717	dCTP deaminase
DHLAKHBD_01903	CDS	174				hypothetical protein
DHLAKHBD_01904	CDS	378				hypothetical protein
DHLAKHBD_01905	CDS	567	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
DHLAKHBD_01906	CDS	501				hypothetical protein
DHLAKHBD_01907	CDS	2034	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
DHLAKHBD_01908	CDS	1407	glmM	5.4.2.10		Phosphoglucosamine mutase
DHLAKHBD_01909	CDS	963	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
DHLAKHBD_01910	CDS	1320				hypothetical protein
DHLAKHBD_01911	CDS	642	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
DHLAKHBD_01912	CDS	1290			COG4398	putative protein
DHLAKHBD_01913	CDS	612				hypothetical protein
DHLAKHBD_01914	CDS	222				hypothetical protein
DHLAKHBD_01915	CDS	4077				hypothetical protein
DHLAKHBD_01916	tRNA	86				tRNA-Leu(tag)
DHLAKHBD_01917	CDS	1038				hypothetical protein
DHLAKHBD_01918	CDS	294	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
DHLAKHBD_01919	CDS	789				hypothetical protein
DHLAKHBD_01920	CDS	1002				hypothetical protein
DHLAKHBD_01921	CDS	156				hypothetical protein
DHLAKHBD_01922	CDS	348				hypothetical protein
DHLAKHBD_01923	CDS	1572				hypothetical protein
DHLAKHBD_01924	CDS	1314				hypothetical protein
DHLAKHBD_01925	CDS	1428	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
DHLAKHBD_01926	CDS	756		1.-.-.-	COG1028	putative oxidoreductase
DHLAKHBD_01927	CDS	969				hypothetical protein
DHLAKHBD_01928	CDS	1542				hypothetical protein
DHLAKHBD_01929	CDS	921		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
DHLAKHBD_01930	CDS	360				hypothetical protein
DHLAKHBD_01931	CDS	186				hypothetical protein
DHLAKHBD_01932	CDS	339	petJ_2		COG2010	Cytochrome c6
DHLAKHBD_01933	CDS	885				hypothetical protein
DHLAKHBD_01934	CDS	246				hypothetical protein
DHLAKHBD_01935	CDS	606				hypothetical protein
DHLAKHBD_01936	CDS	219				hypothetical protein
DHLAKHBD_01937	CDS	534				hypothetical protein
DHLAKHBD_01938	CDS	1080				hypothetical protein
DHLAKHBD_01939	CDS	1530				hypothetical protein
DHLAKHBD_01940	CDS	471		2.7.7.-		A-adding tRNA nucleotidyltransferase
DHLAKHBD_01941	CDS	507	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
DHLAKHBD_01942	CDS	906				hypothetical protein
DHLAKHBD_01943	CDS	768	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
DHLAKHBD_01944	CDS	465	fur		COG0735	Ferric uptake regulation protein
DHLAKHBD_01945	CDS	1677				hypothetical protein
DHLAKHBD_01946	CDS	570				hypothetical protein
DHLAKHBD_01947	CDS	1167				hypothetical protein
DHLAKHBD_01948	CDS	969				hypothetical protein
DHLAKHBD_01949	CDS	486	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
DHLAKHBD_01950	CDS	537				hypothetical protein
DHLAKHBD_01951	CDS	510				hypothetical protein
DHLAKHBD_01952	CDS	1107	proB	2.7.2.11	COG0263	Glutamate 5-kinase
DHLAKHBD_01953	CDS	1044	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
DHLAKHBD_01954	CDS	1074	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
DHLAKHBD_01955	CDS	903	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
DHLAKHBD_01956	CDS	813	pppA		COG1989	Prepilin peptidase PppA
DHLAKHBD_01957	CDS	882	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
DHLAKHBD_01958	CDS	417				hypothetical protein
DHLAKHBD_01959	CDS	1110	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
